episode_number,success_episode,failure_episode,episode_reward,episode_step
1080,False,True,-169,12
1081,False,True,-175,10
1082,False,True,-157,16
1083,False,True,-174,15
1084,False,True,-122,35
1085,False,True,-126,27
1086,False,True,-135,26
1087,False,True,-156,21
1088,False,True,-146,27
1089,False,True,-143,26
1090,False,True,-120,37
1091,False,True,-101,40
1092,False,True,-76,65
1093,False,True,-110,39
1094,False,True,-141,28
1095,False,True,-98,43
1096,False,True,-90,55
1097,False,True,-101,40
1098,False,True,-173,12
1099,False,True,-150,23
1100,False,True,-120,37
1101,False,True,-176,9
1102,False,True,-174,11
1103,False,True,-180,9
1104,False,True,-137,24
1105,False,True,-105,40
1106,False,True,-109,36
1107,False,True,-160,25
1108,False,True,-166,15
1109,False,True,-154,19
1110,False,True,-149,16
1111,False,True,-171,18
1112,False,True,-119,30
1113,False,True,-96,45
1114,False,True,-174,11
1115,False,True,-139,30
1116,False,True,-145,24
1117,False,True,-173,12
1118,False,True,-150,19
1119,False,True,-137,20
1120,False,True,-135,26
1121,False,True,-150,23
1122,False,True,-141,24
1123,False,True,-144,17
1124,False,True,-144,21
1125,False,True,-137,24
1126,False,True,-155,14
1127,False,True,-160,13
1128,False,True,-120,41
1129,False,True,-143,22
1130,False,True,-119,26
1131,False,True,-101,40
1132,False,True,-134,31
1133,False,True,-181,12
1134,False,True,-135,26
1135,False,True,-134,27
1136,False,True,-167,14
1137,False,True,-130,27
1138,False,True,-135,30
1139,False,True,-161,20
1140,False,True,-137,28
1141,False,True,-149,20
1142,False,True,-167,14
1143,False,True,-139,26
1144,False,True,-130,35
1145,False,True,-167,14
1146,False,True,-179,10
1147,False,True,-154,15
1148,False,True,-134,27
1149,False,True,-112,53
1150,False,True,-158,19
1151,False,True,-161,16
1152,False,True,-175,10
1153,False,True,-118,35
1154,False,True,-160,17
1155,False,True,-167,10
1156,False,True,-171,14
1157,False,True,-129,40
1158,False,True,-170,15
1159,False,True,-139,26
1160,False,True,-148,17
1161,False,True,-114,35
1162,False,True,-111,34
1163,False,True,-126,23
1164,False,True,-133,28
1165,False,True,-107,34
1166,False,True,-161,24
1167,False,True,-134,27
1168,False,True,-118,35
1169,False,True,-94,47
1170,False,True,-155,18
1171,False,True,-123,22
1172,False,True,-136,29
1173,False,True,-174,11
1174,False,True,-133,32
1175,False,True,-142,19
1176,False,True,-115,46
1177,False,True,-146,27
1178,False,True,-168,17
1179,False,True,-120,41
1180,False,True,-154,23
1181,False,True,-139,26
1182,False,True,-132,29
1183,False,True,-137,24
1184,False,True,-154,15
1185,False,True,-131,26
1186,False,True,-168,13
1187,False,True,-117,36
1188,False,True,-111,38
1189,False,True,-79,66
1190,False,True,-141,20
1191,False,True,-112,45
1192,False,True,-127,38
1193,False,True,-139,26
1194,False,True,-143,22
1195,False,True,-153,16
1196,False,True,-160,13
1197,False,True,-170,11
1198,False,True,-173,12
1199,False,True,-173,12
1200,False,True,-164,17
1201,False,True,-154,23
1202,False,True,-176,9
1203,False,True,-166,11
1204,False,True,-167,14
1205,False,True,-175,10
1206,False,True,-166,15
1207,False,True,-90,51
1208,False,True,-177,8
1209,False,True,-139,26
1210,False,True,-82,67
1211,False,True,-169,16
1212,False,True,-133,28
1213,False,True,-126,31
